channelid,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,last_30_eng,last_30_views
UCIoCTcci1S4GXXXcXOKnyCQ,41071,2729208,150,27,Education,medium,low,1,5325
UCmLP3gnMlzLO4AkgUETvZFw,41074,38652469,41,22,People & Blogs,high,low,1,2487
UCaqfYEzTk0NlWYUbK6hnozw,41079,13471940,183,24,Entertainment,high,low,5,4234
UCiTPH2RCA7ojPjiFF0CtJyg,41079,2439069,296,27,Education,medium,low,1,744
UCd0qAEmPvQ2k9-3d8PDyMGA,41124,20945714,1346,24,Entertainment,high,medium,163,1103
UC_LyG7AeuKZWyvHAnvCibOA,41135,4045112,51,24,Entertainment,medium,low,1,261
UCSzR8ZPUXk63Tu0DfBxvTmg,41161,11694889,1104,10,Music,high,medium,53,4362
UCrDpAYCMBH6bKBJ0T7LJS7g,41222,7780527,256,1,Film & Animation,medium,low,11,717
UC1uO2n-iBrK8CRxa2gntReg,41227,2691414,137,22,People & Blogs,medium,low,3,3639
UCFO4lY4Rj_UvWQkTFLDPr9w,41242,4260779,16,10,Music,medium,low,1,0
UCaSxeUZx7ATU9jWrDDWrbdQ,41256,6137293,168,28,Science & Technology,medium,low,2,1461
UCj1dMAOMUdUtT_Zu2PZpFEA,41272,14299502,6,10,Music,high,low,1,4068
UC0uCLTDtGqw3djXkZbrO-vw,41276,6613770,81,27,Education,medium,low,1,2974
UC8-C1yMleaXTfo8623dqeEw,41280,7472013,6024,25,News & Politics,medium,medium,1,5809
UCxBSAS8u-5I1Xg0qAdhicZg,41298,2525517,64,22,People & Blogs,medium,low,1,9032
UCZXhZeAbY4LYynmzVe-IQ4w,41311,2768786,56,22,People & Blogs,medium,low,5,42328
UCLCQXxHl_5iedP-tmNCUFPw,41314,9742287,2824,25,News & Politics,medium,medium,9,4155
UCayOnLT69x384dSk-QaSTVg,41332,14334469,190,10,Music,high,low,2,6938
UCoKN6p15-vGydbXELuf0FcQ,41338,1719249,509,27,Education,medium,low,4,4593
UCjOZC0qz72xUYgNKlXN6Iwg,41351,1958505,96,26,Howto & Style,medium,low,1,3993
UCuhiEOZtHn7A5lAjHoiPn6A,41355,8502653,104,20,Gaming,medium,low,1,1585
UCmcnohbmm_fO0gEpofQxaQA,41391,4917814,38,10,Music,medium,low,2,-34724
UCwyp7kiZmGPTNSoQ37mIqJQ,41399,4705114,49,24,Entertainment,medium,low,1,8263
UCwid2ZeZaaWd7BZcswjGzPw,41406,2883962,149,24,Entertainment,medium,low,1,2819
UCNCR3dhDp5oZ1zDBwqvwi0Q,41426,3575413,187,27,Education,medium,low,2,753
UCsT09Rkupo6zVbvW5Qrbv5w,41428,2320743,248,27,Education,medium,low,3,4917
UCordp1v1ozypyOWCsGqBbKw,41445,6801359,58,24,Entertainment,medium,low,13,4140
UC2niR7kf9LyCEecicFuFbKg,41452,7458337,91,24,Entertainment,medium,low,2,3665
UCLzw8opUlMnSA2TQfj34K9w,41584,9348625,1158,22,People & Blogs,medium,medium,21,1526
UC4ncrBP3PE8no8BCJ6_c88g,41605,3480543,383,28,Science & Technology,medium,low,1,3199
UCmdeVIeOlkFhMmxm77ICywQ,41620,1651908,261,20,Gaming,medium,low,1,5346
UC0feGOb1AVfKKBS0JJEh1eQ,41672,4597962,179,26,Howto & Style,medium,low,3,17166
UCR75UjPGSBkZ-jDNTkP9XkQ,41674,11901848,202,10,Music,high,low,21,3897
UCuOEJKsxQkkfj_NRUT8rX-g,41675,4810395,695,19,Travel & Events,medium,low,8,1804
UCVYNbGNwAjdJDCQ4bdJT-vA,41690,3132534,120,26,Howto & Style,medium,low,1,5826
UCm6eKegXi49Orc15SeRbSww,41695,3175236,120,10,Music,medium,low,1,3592
UCZYWJO8KExhj5TAmhBvUnzg,41723,9770378,503,25,News & Politics,medium,low,2,3981
UCUS3ZC6c38zSZp7jn6t-bVg,41736,3215300,24,26,Howto & Style,medium,low,5,5262
UCPHfCQziELToRkCCyfvBpPw,41748,26877515,4639,22,People & Blogs,high,medium,1,4814
UC9xghV-TcBwGvK-aEMhpt5w,41760,2633457,440,28,Science & Technology,medium,low,23,2448
UCTlLFCceSv8zZqcBajDWWIg,41787,7317457,15,22,People & Blogs,medium,low,11,5070
UCT5W6yN2o4Od2ez7GYJGV3Q,41832,18442008,124,24,Entertainment,high,low,1,3056
UCNopC3777gLTmPHVADwcAbQ,41867,11970799,4004,24,Entertainment,high,medium,66,1629
UCafQp8G6veE5h3utIq1xeuA,41896,2381440,238,28,Science & Technology,medium,low,3,2072
UCHr72miBM-Wkdpx8rz9OdoQ,41935,2663956,250,20,Gaming,medium,low,6,22348
UCijEgzAU5btBF5UyHUm1Q_Q,41935,2208538,191,20,Gaming,medium,low,1,10265
UCabjixiIIRDY6-dmaQVbPlA,41943,1707299,265,20,Gaming,medium,low,109,11100
UCRS_1Xen_LTdvb7P6ph6KhQ,41949,6588096,4313,25,News & Politics,medium,medium,226,10098
UCO2_wQRGte4DxFA6gN9amgw,41955,16975211,358,28,Science & Technology,high,low,29,1534
UCUTSBjDGOzs3XtHZRHCO_HA,41977,2207728,66,22,People & Blogs,medium,low,6,3410
UCF5xUEhQmikPvc48JgQ5c5w,41978,11719274,398,24,Entertainment,high,low,2,5414
UCiYnWtm-QHW7Hw9d-QooDnQ,41985,13872598,118,10,Music,high,low,1,8962
UCy3Qy5DzrNlpbbj89PEvxrA,41986,3063843,35,24,Entertainment,medium,low,2,10344
UCEKjWYp5HDxNxSHWx8LjBpA,42094,9137413,197,19,Travel & Events,medium,low,4,1951
UCdzwEGRRVxOsG_kUCj4LftA,42100,7027146,565,22,People & Blogs,medium,low,9,3209
UC5GiS95ayyy0tPFc8gzofIQ,42128,6599793,22,24,Entertainment,medium,low,1,27053
UCQVwXfFzNVPQpuKn90YBqow,42139,6771005,93,24,Entertainment,medium,low,1,2240
UCBuDHP5fBgZ-RPOmKyTV_EA,42165,10884717,1118,28,Science & Technology,high,medium,88,6797
UCX2GQwY94aG8f5tjQufl1Mw,42166,1530278,31,2,Autos & Vehicles,medium,low,1,9779
UC_f1c1Dax_BX5g7hfLkxV0w,42175,7160466,64,24,Entertainment,medium,low,1,10714
UCo65HbrMcu8EQWWkY4KGIdg,42189,5860699,131,22,People & Blogs,medium,low,17,2091
UC4l8fWE6YRiUX7DwGVlFuTA,42198,3685755,742,22,People & Blogs,medium,low,55,2352
UCITXwPvL9o9ItR70QLJtlfg,42200,4357220,122,22,People & Blogs,medium,low,1,676
UCNdDUcHGDIbLgJIRBto7gAg,42200,1337995,76,28,Science & Technology,medium,low,1,16251
UCoSsswZJJyjHSsfD9Du9Wyg,42203,10806094,417,24,Entertainment,high,low,32,6192
UCsHJmHKASod8nekjCIK4RTg,42203,8018818,175,22,People & Blogs,medium,low,44,461
UCA1OviajDKpGF_ga2uO2pZw,42213,1687679,234,2,Autos & Vehicles,medium,low,1,20212
UCfVEU_9T_QL8OvZiKtrmYSA,42215,7208867,4134,25,News & Politics,medium,medium,43,12919
UCwVpJz8C8S-c5CSB5vSdXaw,42289,3979821,485,20,Gaming,medium,low,3,6547
UCiDikVE7Y4_KpQwsxarj38g,42317,1010040,97,20,Gaming,medium,low,9,38696
UCBkpEUvW7MX_MldzYRlLhgA,42330,2472309,34,23,Comedy,medium,low,1,395
UCBs5E5qvJL9y4Ad1tIhUoGQ,42338,4153141,19,10,Music,medium,low,1,1927
UCPAxdIwouZntwFFamxz4WsQ,42339,13093855,174,24,Entertainment,high,low,1,3962
UCIg7YaKo-1sVFe-9g-UHIHQ,42344,3739791,67,28,Science & Technology,medium,low,2,1478
UCPnMLHb34_wqNdR3b0EW1Hw,42356,7348073,394,24,Entertainment,medium,low,1,39564
UCYIE7Oh1B1aNe3dy-hxk-yQ,42357,2504870,84,24,Entertainment,medium,low,1,2669
UCCcQUEHX3_sz7YZS8plZIWA,42392,2587601,109,27,Education,medium,low,10,12164
UCGwydc39KAqqawGn-xcv5kQ,42398,17116163,45,22,People & Blogs,high,low,2,3094
UC1-V-fHmQNKY2eJ4SRi1d6w,42409,2180335,188,28,Science & Technology,medium,low,9,14098
UCuMp4MTWKrknT0Z3rL43-wQ,42415,9651963,1102,24,Entertainment,medium,medium,1,1228
UCkIs3KriXAGkMwn9RoGtJ0g,42462,10909820,115,10,Music,high,low,4,4049
UCfrl8DAiVnwGiDpp3RycNjw,42477,11442124,470,10,Music,high,low,3,5814
UCzE6Dcx_r6MCBSqJW8vCsSA,42495,8842954,32,24,Entertainment,medium,low,1,2773
UCij6wQXCsmhACo_ZJpPnuHg,42532,6580006,175,2,Autos & Vehicles,medium,low,3,17256
UCAkxN7ETzASr_jr7aSJHmCQ,42533,15443180,4289,24,Entertainment,high,medium,56,9636
UCcYL9Cl6aZrXdSXrDJXJzbA,42533,3823809,286,24,Entertainment,medium,low,4,-42136
UC7k3vbJvCw2cIz0gphG9ozw,42540,2545154,109,28,Science & Technology,medium,low,7,6889
UC7bUjNTtLIZU1mBbD5N0Kdg,42548,1558910,208,27,Education,medium,low,6,5945
UC-vd-0Zv-pfoaXSD6AlgODQ,42549,7678202,399,10,Music,medium,low,10,4657
UCqVVWMpVIcqgxS8Ledb8Fiw,42554,4925494,190,28,Science & Technology,medium,low,1,572
UC8f-BbdxSjx7L1yvG7IKZeQ,42576,3364825,101,24,Entertainment,medium,low,1,5897
UCiXEIJh4x2mFSUX06YlRJwQ,42608,8388280,205,24,Entertainment,medium,low,157,14279
UCyaLkygWvRr9U_rAiIGVNzQ,42627,13126322,1107,24,Entertainment,high,medium,1,3888
UCpE6qFb9ow669Uo3ESvl1Rg,42630,5920454,30,10,Music,medium,low,1,3579
UCdOeOzEeJa-v57sYlKehuHg,42668,10356780,75,1,Film & Animation,high,low,1,5057
UCMKshX9I_Cz-0k3a5yXQoDQ,42689,1606100,248,27,Education,medium,low,1,11208
UCpKvaqbieQ6aT8WwSYMWxGQ,42695,9239235,115,10,Music,medium,low,5,10444
UC5boiCQP5zlgTCsbjs8G2zA,42714,10456072,1172,23,Comedy,high,medium,4,5017
UCGaHPsyndElNV77dkYzI7WQ,42722,1962440,214,17,Sports,medium,low,2,19718
UCpExASigW_hAy8KHky6ydQA,42735,1045729,33,27,Education,medium,low,1,9444
UCJgYSlg-eOAKW9q2gjJ6Y4Q,42744,2207042,67,22,People & Blogs,medium,low,3,9435
UCtajNgMZHcQesgXTuD4-kAg,42759,306257,148,24,Entertainment,low,low,1,3480
UCM9ENss6020oJE_0Ru1sCRw,42761,7154599,549,24,Entertainment,medium,low,11,7900
UClMH_Fgdumy-3-XDNbAstTw,42769,5611316,706,24,Entertainment,medium,low,99,6963
UCE8peOr5qBjDVmZ065CUIHg,42776,4154018,10,24,Entertainment,medium,low,1,73264
UCM1iG0W9lL84LLWB39HWqJQ,42808,3995668,324,27,Education,medium,low,6,3146
UClo_xV1YONnqOh6cUBy3E3g,42833,12195917,27,1,Film & Animation,high,low,1,7955
UCmGBsBoC2BVg7jXCNow50JQ,42852,2637373,214,27,Education,medium,low,16,7115
UCfPY7vNS1dG7MtDxela9rFA,42866,849855,607,27,Education,low,low,2,4958
UCIB5wDDmvEgoNr1eEf8ojKQ,42882,2564718,45,10,Music,medium,low,6,2145
UCJD95p6qjbGI6HA1DVFhBBg,42885,2503237,226,22,People & Blogs,medium,low,1,5942
UCYgfZTNBNE2J21ULeaZckyA,42914,9323794,778,24,Entertainment,medium,low,1,1623
UCdgIztLzs_F0qoceDAYokyw,42959,6554727,130,17,Sports,medium,low,1,2920
UCwGojq7oNNrMNaAMtyBhK0Q,42961,4136295,1179,22,People & Blogs,medium,medium,3,4976
UC8DiJU15lg7P3FQQ3Utqvlw,43000,5137610,26,24,Entertainment,medium,low,2,5839
UC4-LIpaZur7StCh76r62J5Q,43052,5643228,149,24,Entertainment,medium,low,1,12711
UCbbU70Y9ixFvQPmLQ0zyazw,43058,2167362,105,20,Gaming,medium,low,3,11134
UCXMbMNE-W3FVeLwa3OU-uHg,43124,10242862,41,23,Comedy,high,low,1,14217
UCCTE2T1yJHHvFO5_U8qDkzQ,43147,1853175,596,28,Science & Technology,medium,low,1,2660
UCxhaRItdDOxx8_Cb6su-k3w,43147,2007615,39,26,Howto & Style,medium,low,1,11022
UCKH244kkPLXoDCsEShgOwYA,43151,788573,333,24,Entertainment,low,low,5,776
UC4ix6TBLJExogcYv8YWUH6Q,43156,5491921,273,22,People & Blogs,medium,low,4,2475
UC3lsXusjBf8KS9Mv75VsFoQ,43174,12169470,123,24,Entertainment,high,low,13,13075
UCYNVD_R-CkPc8oaHoDJnoEw,43212,1613923,681,22,People & Blogs,medium,low,1,4199
UCnPEkFMOFnBcLWLIcf2DprA,43241,11533420,297,1,Film & Animation,high,low,1,-102
UCZoTFfMB50ErfdfKVsJ-0Fw,43253,3598315,36,24,Entertainment,medium,low,1,1426
UCh6qJZH9ZJtwFzuZx1P2dQg,43274,12910374,1004,24,Entertainment,high,medium,67,3869
UCbrl7ZdS7Ju6zCmE7xSt5Nw,43296,6709982,298,27,Education,medium,low,1,820
UCLEx7jEAvgNxsDCC6VeDx2g,43326,310814,234,28,Science & Technology,low,low,4,14203
UCnYKz8GRT4mFBWU2gcVTa8g,43335,3957845,95,22,People & Blogs,medium,low,74,14161
UC7T1Nu4vn4zl8-il-55drqg,43347,2681917,77,26,Howto & Style,medium,low,6,20806
UCWmwc3u2ikBG2Xfitc_26gg,43365,5531071,3541,22,People & Blogs,medium,medium,6,11508
UC8RDLMmRWTk1XBd1iGKuJ5A,43375,6736800,274,10,Music,medium,low,1,1929
UCLTqCu_3w5ijnZYKQkYiR0A,43389,10111392,165,10,Music,high,low,9,6638
UC7HFHAwtqw2dWHLshQYmM3g,43415,9276396,616,22,People & Blogs,medium,low,8,599
UCl_kW2GS6FeoLTCB_Snapeg,43415,7034229,476,27,Education,medium,low,1,3139
UCYSFhqQInTNn38kUtoMgfeg,43418,6589167,17,22,People & Blogs,medium,low,1,3747
UCCbkDwxJz_vL0Vg1HU2A1lw,43420,6632917,603,28,Science & Technology,medium,low,15,3175
UCFYRx4_tu-Rnrd85RUyKolg,43446,10973386,1323,25,News & Politics,high,medium,222,5455
UC6T85gyXT_WqvsEYNUWTSJA,43460,1971427,70,22,People & Blogs,medium,low,3,1275
UC0PtOl8lU9q1DZKiWnywglQ,43462,12974783,1542,10,Music,high,medium,1,48415
UCR1zUtkLvAk4LeEZivS36rg,43467,3569534,163,24,Entertainment,medium,low,7,5175
UCJT78R-jJJi-rRt1l8K-I5A,43515,7709968,44,10,Music,medium,low,2,61702
UCYaUCDFM78nk0AhS1qqHvXg,43523,991105,146,27,Education,low,low,1,17019
UCwDG3VvSeV8RwbObXZWi8mQ,43560,3185594,215,15,Pets & Animals,medium,low,1,5192
UCC-7Y131hbkfvc1d-Qgs6iw,43570,21396172,150,2,Autos & Vehicles,high,low,1,2200
UCS68iiJZii5RFcy-hJEz_Ng,43588,7714510,1331,25,News & Politics,medium,medium,5,6022
UCWjA4G32azS0BPh8hLOoVRA,43600,2352279,103,15,Pets & Animals,medium,low,2,12506
UCHRtszlt0C5CLab6tbnByOg,43604,8566478,504,10,Music,medium,low,13,1288
UCnbIwsRd8jwR40uvhykRb0w,43654,5301692,969,22,People & Blogs,medium,low,3,5012
UC9FPNUs7pmhyJa8I0n4FAPA,43662,3329787,206,26,Howto & Style,medium,low,4,9803
UCseHui0yyp3BCOzh_MvXxcQ,43676,1926944,182,27,Education,medium,low,4,4454
UCGiw5vH0CM4Dgldi6FJGI-g,43678,3055705,25,24,Entertainment,medium,low,1,1205
UCpdz-Q2uzclJE6X3oWYpMvA,43706,10868901,37,22,People & Blogs,high,low,4,7888
UCF9ss7sMU9naV5TYA1F6kDw,43733,2852914,414,26,Howto & Style,medium,low,14,7605
UCkDa_f9CdaoQzQABSTVwPZA,43808,1750774,82,22,People & Blogs,medium,low,11,11198
UCLJT8zp4dBF7DHI9WpTTIUg,43819,2127827,423,27,Education,medium,low,1,8601
UC3e3MWDBEP2jxXO0BRAC6FA,43823,2585994,81,22,People & Blogs,medium,low,15,14595
UC7hCO4pY-yAr1kbrtn3Ot3A,43842,4343148,37,22,People & Blogs,medium,low,1,1644
UCJNWbBS_Gxi5HsImuazdCVg,43875,8296375,208,10,Music,medium,low,19,5735
UC1ZcCUayVY7_1n7tO3DYmtw,43900,5516899,38,27,Education,medium,low,1,4477
UCkpI8kFDJNjzx2b3owioogw,43909,14077452,486,1,Film & Animation,high,low,22,3680
UCia-8bW8Czl5M9p6NnAI2fg,43912,9070234,36,22,People & Blogs,medium,low,2,11651
UCuHdudvM214T2iouH94kN7w,43921,1481434,305,25,News & Politics,medium,low,12,23925
UC4DWlKhOnGy_RmipofHR8LA,43929,7251837,567,24,Entertainment,medium,low,28,-42825
UCf39Q_OQfzqLqHKEatpe9NA,43930,1275249,49,1,Film & Animation,medium,low,2,38987
UCQ73dtwOsHaPAzf5c6VBTMw,43952,13937131,14,24,Entertainment,high,low,1,2540
UCUuBf0qRsYG4yNsWlq4XemQ,43954,6028443,40,10,Music,medium,low,2,-43829
UCBG3OjPhDQGGeSMOnmv4gFg,43961,11489719,230,24,Entertainment,high,low,4,9573
UCNjX6X3BW8SUuSDJApDQVyw,43964,7047469,6,10,Music,medium,low,1,4687
UCV4WtfNTDcT4fyZ2kmrgZbA,43971,7041652,288,28,Science & Technology,medium,low,27,29
UCSIwm1Tlz0pF5ja_2OZc6DQ,43972,12964572,587,22,People & Blogs,high,low,15,1185
UCVgHeVqf7aIlqXQtB83v4sw,43979,2595602,122,26,Howto & Style,medium,low,8,5670
UCEycinkCV4n08YxpFiaLKtA,43982,3271495,38,24,Entertainment,medium,low,2,16971
UCdHQPM747wU58_0eeZUaNOA,43985,4673729,85,22,People & Blogs,medium,low,7,837
UC55RWKTvVQNCpfAu3D37PbQ,43987,5313070,247,27,Education,medium,low,1,5008
UCAz5xKY_0hb2TQhgN521MsA,43989,15048344,3,10,Music,high,low,1,7214
UC_jEe143V6mwrR5bM8kwLZw,43989,3052784,87,22,People & Blogs,medium,low,3,9765
UCte4hWCCxbHbHvmspTKMPXw,43989,3415061,103,24,Entertainment,medium,low,1,50211
UCsbkwBU36y5tKeOpOkMY9oQ,43998,1592124,83,27,Education,medium,low,1,3028
UCzeWbts9xMUObABGAEZhykw,44042,4151396,24,10,Music,medium,low,2,1989
UCRPMAqdtSgd0Ipeef7iFsKw,44055,1540003,151,27,Education,medium,low,5,14052
UCJDWauNlh3ltDEuQhlEUiCA,44071,3067034,284,27,Education,medium,low,3,3453
UC17pSBUglMQLz2v56Li-eTg,44127,11249310,103,26,Howto & Style,high,low,1,204
UCxWaJ0Q5_R75LVGmU5QM5AA,44138,6917857,1429,24,Entertainment,medium,medium,1,5192
UCjAesF4JBsHwDhrXo19gfqw,44162,5247694,291,26,Howto & Style,medium,low,18,-43740
UCceOGXXvSAw5kfAnC8ZSqGg,44191,4637586,122,24,Entertainment,medium,low,1,2259
UCC2RhZnf-gOzCYgZCm7HCTg,44236,11005030,183,2,Autos & Vehicles,high,low,49,2419
UCaCcmB5hQw8z02alKBDi4QQ,44238,2158081,113,26,Howto & Style,medium,low,1,1651
UCLU5dgbOfbyH3e4Ue_JDI_A,44248,4378341,95,22,People & Blogs,medium,low,3,6025
UC0GArkL4NM7ca6Mg6uHQ5FA,44257,5548772,99,26,Howto & Style,medium,low,1,983
UCixMpCdkWFYjtcYJJP2mPEw,44278,2170989,67,22,People & Blogs,medium,low,1,4218
UC6YT1svx_Em-zM13X0Hlpiw,44287,2436812,126,26,Howto & Style,medium,low,7,7734
UC2XTaoT74ruMKqv94I0-Jnw,44331,1163821,85,27,Education,medium,low,1,20630
UC0mtJgx8mB7aZkGx6V3vaUg,44332,3091864,643,26,Howto & Style,medium,low,12,5132
UC6-4EXwd60J6cfJPttOHd3A,44338,9964546,46,10,Music,medium,low,1,2767
UC563LpBYeJhYVIVosZ9MUog,44343,5119233,134,2,Autos & Vehicles,medium,low,1,4477
UCte-Y3yjMQ1iKD7uhUaIlpQ,44371,6469096,501,20,Gaming,medium,low,3,531
UCQTnnZfKzaiSdnRiYDYLoFA,44373,3225708,21,24,Entertainment,medium,low,2,25477
UCqv4lXEIvHoui0_rTupyIbw,44387,2929561,176,26,Howto & Style,medium,low,7,5905
UCv-mqvh1m1rZEp9S_5avC1Q,44412,13041568,149,1,Film & Animation,high,low,5,47686
UChH4fegivgup60c6XLl5hyA,44438,2951957,226,22,People & Blogs,medium,low,1,561
UCiKRE_Kv9uVleHsuuoTGHJg,44442,2398973,238,22,People & Blogs,medium,low,2,6453
UCpaTz-RItKTy_XzkObzcfGw,44455,1050977,61,26,Howto & Style,medium,low,30,49322
UCwGEJqLLDbY3LPbAahYPfBg,44468,7626662,66,24,Entertainment,medium,low,6,69
UCcXQd6kHKm0b41x8zMVMmMg,44468,7925233,29,10,Music,medium,low,14,38543
UCTZpL1nuLrltZVaJmRGYQAw,44473,1713466,328,22,People & Blogs,medium,low,8,32815
UCkkI3InOX7k5FSLIwoVe2mw,44488,8594646,12,22,People & Blogs,medium,low,1,6573
UCikg4iY36yk1BRhAqZCLiVw,44509,2782706,78,20,Gaming,medium,low,1,11151
UC-FQ03fTPycGPGRGXkVI8DQ,44520,6684388,573,27,Education,medium,low,1,3920
UCr0I4hbfYtJ1TD70ewA8HbQ,44561,2269490,73,28,Science & Technology,medium,low,1,17112
UClvj1AhFWqmqDpRpLDWnnZA,44565,1353807,168,10,Music,medium,low,2,9882
UCghFg2WDkSS4FvVu6UVQ0dQ,44569,1775304,43,28,Science & Technology,medium,low,3,9484
UCEXs-tul9Xf9IOuQoo53s2Q,44594,15584010,191,24,Entertainment,high,low,19,5189
UCEV8LcN8kq2up4mRM_SCOZw,44597,4921475,588,1,Film & Animation,medium,low,1,2768
UCF9half7__L_fiDqOAXVv4g,44602,2947377,570,27,Education,medium,low,70,1326
UCl3yHjxL4d2FVOUjS1TXzSA,44602,2872652,386,26,Howto & Style,medium,low,9,4470
UC5GRDQvh5Ze-agGcaMeveKw,44616,13686996,1118,27,Education,high,medium,19,2603
UC2G71r4_CLgXkImEnrz9dKg,44661,2116626,310,20,Gaming,medium,low,1,6685
UCh1-1a1yofinfgvyBSINPsw,44662,183241,85,27,Education,low,low,1,35
UCd6bjBDmTCVEypAVjzcWcLA,44684,7051835,10,10,Music,medium,low,1,2311
UC0Qxipap8iyEKzsY1OGgM3A,44744,12225311,665,2,Autos & Vehicles,high,low,6,5531
UC8Zczdi-oyFb1wgJQ4e9qjw,44755,1855462,125,22,People & Blogs,medium,low,1,2727
UCwafG7DfOibd4Ou5926puFQ,44795,4218053,63,10,Music,medium,low,2,4355
UCWgl-KDFoTgFjr6g9JQVblQ,44880,4721938,286,10,Music,medium,low,1,2932
UCTX9ksYk8VGBcCYEsF-W91g,44904,6781694,84,15,Pets & Animals,medium,low,1,18644
UCdZ9hYDqgB7Eb_rWhpDcamA,44919,7444460,249,24,Entertainment,medium,low,1,6735
UC-L3hxlAKcakdbodwagDuXQ,44937,4524565,140,20,Gaming,medium,low,2,15105
UCM1pr5O0pJ-4uNkuOZoG0WQ,44988,28613152,15,1,Film & Animation,high,low,1,2204
UCyhn2VHxSonEvy2YXM5FfWw,44997,295738,16,22,People & Blogs,low,low,1,-44991
UCG2rjnY8LLH2GbjTxc_eSIg,44998,1625050,10,10,Music,medium,low,1,266
UC4TQgWC6s1PoGe_xbyaR0aQ,45010,7224761,860,10,Music,medium,low,35,13077
UC58q8hxU2l5C1WGMGFtxHvA,45013,2166711,188,28,Science & Technology,medium,low,2,1847
UCGfX-PiYEzqTF-GOGCz8HuA,45015,14201838,463,24,Entertainment,high,low,24,1258
UCUHH1qFPr7nUzpMQhIV_DzQ,45045,9018358,96,10,Music,medium,low,47,4741
UCm_vk-JuHWUSbzePWl4-QKQ,45047,4549624,1694,28,Science & Technology,medium,medium,154,2543
UCDtxR2ibmIaW6fPXRhryMUA,45091,8839281,117,1,Film & Animation,medium,low,10,18061
UCIuVvJuG4buMQW2RBV8RGWA,45102,1465813,25,22,People & Blogs,medium,low,2,135763
UC3IMTvdnR58l8xLWcLSXOUg,45138,13103163,902,26,Howto & Style,high,low,19,5675
UCKTBYOQAHJxzgiLP48B8Apg,45168,2469817,185,27,Education,medium,low,1,3090
UC0H9yv0_HwJLu_hVj6X3flw,45214,9792607,2198,25,News & Politics,medium,medium,166,7812
UCSeQ8Nw973PnPPUTXB_5biQ,45237,6839475,406,26,Howto & Style,medium,low,11,11275
UC_xDZI4nyC_8HllDBVGSlIw,45269,7091533,68,24,Entertainment,medium,low,1,7188
UCkYcA-wpTuaGe-gECdAWdfA,45314,8320803,120,28,Science & Technology,medium,low,1,1206
UCJpTA2LgMKJEIgCISqYnRWA,45354,5224230,820,27,Education,medium,low,2,7843
UCiJfZuAz6QD2OgaaZu8i8EA,45386,973879,6,20,Gaming,low,low,1,1224
UCeTwhJyV5_fg37yMWloXi4Q,45416,1810040,208,27,Education,medium,low,3,3249
UCzZFbOya1YiJho3wWTHygdw,45432,3079984,153,22,People & Blogs,medium,low,1,10073
UCHgBt18rx5JDDgc4ar76zqQ,45442,7992436,55,20,Gaming,medium,low,3,-86
UCn1qEIkNCOodFNdNg51U4wg,45449,1393753,61,27,Education,medium,low,2,5774
UCPLTXEqO_SibQoOQbUdtNYw,45459,2545690,747,28,Science & Technology,medium,low,22,3795
UCDJD3g2gfKrfxGsMlgd_SZA,45468,9014273,45,22,People & Blogs,medium,low,1,1137
UCdF4EooDpZylDbvQ3VOmNgg,45481,115096,52,22,People & Blogs,low,low,1,32273
UCiiuR_rDZNQZs-Pm7meRt-w,45499,8891654,2430,25,News & Politics,medium,medium,1,14387
UCCjOAHt0wRnnk9H9jt1jVnA,45517,15124974,174,22,People & Blogs,high,low,1,1977
UCH2xDON6aDUVehOyirmejBw,45563,7899110,172,24,Entertainment,medium,low,3,-44871
UC3o9yZndbbQg4y5VNdBVWuQ,45625,4178111,363,27,Education,medium,low,1,-94
UCb7IH7B4NbgW-DkHV38LLLA,45632,13275401,269,20,Gaming,high,low,16,2718
UCnhEWYj8kzM9LA0X-or4-tg,45634,4905101,71,10,Music,medium,low,3,24171
UCezoQqJ5WwSEChnmOXjL_Vg,45635,8331318,229,10,Music,medium,low,1,11935
UCXScqt3NcGVebIwE6uemt5g,45646,2268877,30,22,People & Blogs,medium,low,16,154937
UCkpQOdtdyWd-dUJaJhtvVqg,45662,142919,68,22,People & Blogs,low,low,2,-45679
UCg291RAgC1PsL0N4yRaGGJA,45666,6500303,339,26,Howto & Style,medium,low,2,3009
UCp9vZY-TPkILxojfYiKS1sg,45671,6443988,368,24,Entertainment,medium,low,1,1940
UC-adSEOQWFRYWw8JfHb7yUA,45674,9387296,280,22,People & Blogs,medium,low,2,5748
UCdWWW3SeeMk7_AjyIgN3RNg,45716,6081125,2646,27,Education,medium,medium,114,3700
UCMV-o0NQaBeldj1YaiY4xvg,45730,14428020,2391,25,News & Politics,high,medium,56,17395
UCkqKzPtumm-OrJQfjCKa6tQ,45741,2056018,161,27,Education,medium,low,1,4933
UCGDX25JR1K_pz6Di13qHAxg,45784,13915138,73,24,Entertainment,high,low,1,3817
UCfypZcMCIGrewIKWLh-2Sgw,45797,6394909,80,26,Howto & Style,medium,low,3,1983
UCLAkWMxHr06RFsIC11Yx9ZA,45802,3632822,67,27,Education,medium,low,6,37102
UC3B4ujQ_b2P5SRu_hXG3-rQ,45817,17635332,12177,25,News & Politics,high,high,123,1501
UC2byIPE_vEJ8cAIOCyoK1Ww,45818,1848334,46,22,People & Blogs,medium,low,9,4420
UConDesHjL-fucRXUXTS6Eeg,45836,8044407,559,10,Music,medium,low,1,4397
